Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo
MLW015,3,17,17,0,1,139,9,2005,kig,25,61,13,4
MLW020,5,21,21,0,1,141,7,2005,kig,25,61,13,4
MLW021,5,18,18,0,1,137,11,2005,kig,25,61,13,4
MLW022,5,26,26,0,1,150,-2,2005,kig,25,61,13,4
MLW025,6,28,28,0,1,151,-3,2005,kig,25,61,13,4
MLW027,6,18,18,0,1,142,6,2005,kig,25,61,13,4
MLW031,6,21,21,0,1,142,6,2005,kig,25,61,13,4
MLW034,7,24,24,0,1,146,2,2005,kig,25,61,13,4
MLW043,8,20,20,0,1,142,6,2005,kig,25,61,13,4
MLW047,14,30,30,0,1,150,-2,2005,kig,25,61,13,4
PLF005,3,16,16,0,1,142,6,2005,kig,25,61,13,4
PLF008,3,16,16,0,1,144,4,2005,kig,25,61,13,4
PLF013,3,13,13,0,1,142,6,2005,kig,25,61,13,4
PLF014,3,20,20,0,1,144,4,2005,kig,25,61,13,4
SEA002,3,20,20,0,1,145,3,2005,kig,25,61,13,4
SEA003,3,24,24,0,1,145,3,2005,kig,25,61,13,4
SEA004,3,17,17,0,1,140,8,2005,kig,25,61,13,4
SEA005,4,17,17,0,1,140,8,2005,kig,25,61,13,4
SEA006,4,13,13,0,1,133,15,2005,kig,25,61,13,4
SEA009,4,20,20,0,1,143,5,2005,kig,25,61,13,4
SEA011,5,11,11,0,1,134,14,2005,kig,25,61,13,4
SEA012,7,28,28,0,1,148,0,2005,kig,25,61,13,4
SEA013,7,22,22,0,1,137,11,2005,kig,25,61,13,4
SEA014,7,16,16,0,1,143,5,2005,kig,25,61,13,4
SEA015,7,20,20,0,1,136,12,2005,kig,25,61,13,4
SEA018,11,23,23,0,1,147,1,2005,kig,25,61,13,4
SEA019,11,28,28,0,1,153,-5,2005,kig,25,61,13,4
SEA020,8,12,12,0,1,133,15,2005,kig,25,61,13,4
SEA023,18,20,20,0,1,144,4,2005,kig,25,61,13,4
TJO002,1,12,12,0,1,137,11,2005,kig,25,61,13,4
TJO003,1,19,19,0,1,140,8,2005,kig,25,61,13,4
TJO004,1,22,22,0,1,143,5,2005,kig,25,61,13,4
TJO005,1,13,13,0,1,136,12,2005,kig,25,61,13,4
TJO006,1,17,17,0,1,137,11,2005,kig,25,61,13,4
TJO008,1,22,22,0,1,140,8,2005,kig,25,61,13,4
TJO010,3,23,23,0,1,145,3,2005,kig,25,61,13,4
TJO014,4,21,21,0,1,146,2,2005,kig,25,61,13,4
TJO016,4,16,16,0,1,136,12,2005,kig,25,61,13,4
TJO017,5,15,15,0,1,134,14,2005,kig,25,61,13,4
TJO019,5,19,19,0,1,141,7,2005,kig,25,61,13,4
TJO020,5,27,27,0,1,149,-1,2005,kig,25,61,13,4
TJO021,5,25,25,0,1,147,1,2005,kig,25,61,13,4
TJO022,5,15,15,0,1,139,9,2005,kig,25,61,13,4
TJO024,6,15,15,0,1,135,13,2005,kig,25,61,13,4
TJO027,6,19,19,0,1,138,10,2005,kig,25,61,13,4
TJO028,6,19,19,0,1,142,6,2005,kig,25,61,13,4
TJO029,6,19,19,0,1,140,8,2005,kig,25,61,13,4
TJO030,6,25,25,0,1,150,-2,2005,kig,25,61,13,4
TJO036,6,15,15,0,1,135,13,2005,kig,25,61,13,4
TJO037,6,15,15,0,1,135,13,2005,kig,25,61,13,4
TJO040,7,20,20,0,1,143,5,2005,kig,25,61,13,4
TJO044,11,16,16,0,1,139,9,2005,kig,25,61,13,4
TJO047,19,28,28,0,1,153,-5,2005,kig,25,61,13,4
TJO048,19,33,33,0,1,153,-5,2005,kig,25,61,13,4
TJO049,19,32,32,0,1,155,-7,2005,kig,25,61,13,4
TJO051,22,24,24,0,1,146,2,2005,kig,25,61,13,4
TRJ001,1,14,14,0,1,139,9,2005,kig,25,61,13,4
TRJ007,3,18,18,0,1,141,7,2005,kig,25,61,13,4
TRJ012,3,17,17,0,1,141,7,2005,kig,25,61,13,4
TRJ013,3,25,25,0,1,150,-2,2005,kig,25,61,13,4
TRJ014,3,13,13,0,1,138,10,2005,kig,25,61,13,4
TRJ015,3,21,21,0,1,137,11,2005,kig,25,61,13,4
TRJ018,4,27,27,0,1,151,-3,2005,kig,25,61,13,4
TRJ019,4,27,27,0,1,151,-3,2005,kig,25,61,13,4
TRJ021,4,27,27,0,1,151,-3,2005,kig,25,61,13,4
TRJ023,4,19,19,0,1,142,6,2005,kig,25,61,13,4
TRJ026,5,20,20,0,1,139,9,2005,kig,25,61,13,4
TRJ028,5,20,20,0,1,143,5,2005,kig,25,61,13,4
TRJ029,5,30,30,0,1,152,-4,2005,kig,25,61,13,4
TRJ031,5,24,24,0,1,149,-1,2005,kig,25,61,13,4
TRJ035,6,24,24,0,1,149,-1,2005,kig,25,61,13,4
TRJ038,6,23,23,0,1,144,4,2005,kig,25,61,13,4
TRJ041,7,21,21,0,1,139,9,2005,kig,25,61,13,4
TRJ044,7,31,31,0,1,149,-1,2005,kig,25,61,13,4
TRJ067,25,26,26,0,1,149,-1,2005,kig,25,61,13,4
BCL035,5,12,13,1,1,134,14,2005,kig,25,61,13,4
MLW006,1,16,21,1,1,146,2,2005,kig,25,61,13,4
MLW017,4,25,27,1,1,149,-1,2005,kig,25,61,13,4
MLW049,14,14,22,1,1,150,-2,2005,kig,25,61,13,4
PLF001,3,10,17,1,1,149,-1,2005,kig,25,61,13,4
SEA007,4,4,11,1,1,143,5,2005,kig,25,61,13,4
TJO011,3,20,22,1,1,138,10,2005,kig,25,61,13,4
TJO012,3,10,11,1,1,148,0,2005,kig,25,61,13,4
TJO018,5,5,12,1,1,148,0,2005,kig,25,61,13,4
TJO041,7,22,24,1,1,143,5,2005,kig,25,61,13,4
TRJ016,4,13,15,1,1,136,12,2005,kig,25,61,13,4
TRJ020,4,19,20,1,1,142,6,2005,kig,25,61,13,4
BCL023,3,22,22,0,1,142,6,2005,kig,25,61,13,4
BCL025,3,22,22,0,1,139,9,2005,kig,25,61,13,4
BCL060,10,32,32,0,1,155,-7,2005,kig,25,61,13,4
BCL063,14,30,30,0,1,161,-13,2005,kig,25,61,13,4
BCL064,19,26,26,0,1,157,-9,2005,kig,25,61,13,4
BCL065,22,32,32,0,1,160,-12,2005,kig,25,61,13,4
BCL066,23,31,31,0,1,156,-8,2005,kig,25,61,13,4
MLW007,1,28,28,0,1,146,2,2005,kig,25,61,13,4
MLW026,6,27,27,0,1,151,-3,2005,kig,25,61,13,4
MLW051,17,29,29,0,1,162,-14,2005,kig,25,61,13,4
MLW055,22,29,29,0,1,158,-10,2005,kig,25,61,13,4
MLW057,24,32,32,0,1,153,-5,2005,kig,25,61,13,4
SEA024,14,27,27,0,1,156,-8,2005,kig,25,61,13,4
TJO001,1,16,16,0,1,141,7,2005,kig,25,61,13,4
TJO023,5,11,11,0,1,147,1,2005,kig,25,61,13,4
TJO042,7,28,28,0,1,152,-4,2005,kig,25,61,13,4
TJO045,19,31,31,0,1,148,0,2005,kig,25,61,13,4
TRJ011,3,24,24,0,1,145,3,2005,kig,25,61,13,4
TRJ037,6,24,24,0,1,149,-1,2005,kig,25,61,13,4
TRJ063,12,29,29,0,1,154,-6,2005,kig,25,61,13,4
TRJ065,13,32,32,0,1,157,-9,2005,kig,25,61,13,4
TRJ066,13,31,31,0,1,157,-9,2005,kig,25,61,13,4
BCL002,3,24,24,0,1,149,2,2006,kig,79,34,11,0
BCL013,5,26,26,0,1,155,-4,2006,kig,79,34,11,0
BCL017,6,28,28,0,1,150,1,2006,kig,79,34,11,0
BCL025,8,30,30,0,1,153,-2,2006,kig,79,34,11,0
BCL026,8,30,30,0,1,153,-2,2006,kig,79,34,11,0
BCL029,9,32,32,0,1,157,-6,2006,kig,79,34,11,0
BCL030,9,28,28,0,1,157,-6,2006,kig,79,34,11,0
BCL033,9,30,30,0,1,157,-6,2006,kig,79,34,11,0
BCL040,9,31,31,0,1,159,-8,2006,kig,79,34,11,0
BCL042,12,34,34,0,1,162,-11,2006,kig,79,34,11,0
BCL043,12,27,27,0,1,151,0,2006,kig,79,34,11,0
BCL044,12,30,30,0,1,153,-2,2006,kig,79,34,11,0
BCL045,12,26,26,0,1,151,0,2006,kig,79,34,11,0
BCL050,16,23,23,0,1,149,2,2006,kig,79,34,11,0
BCL052,16,28,28,0,1,154,-3,2006,kig,79,34,11,0
BCL053,16,28,28,0,1,156,-5,2006,kig,79,34,11,0
BCL055,16,25,25,0,1,148,3,2006,kig,79,34,11,0
BCL056,16,30,30,0,1,155,-4,2006,kig,79,34,11,0
BCL060,17,36,36,0,1,161,-10,2006,kig,79,34,11,0
BCL062,17,27,27,0,1,158,-7,2006,kig,79,34,11,0
BCL072,25,30,30,0,1,156,-5,2006,kig,79,34,11,0
DCP021,3,25,25,0,1,148,3,2006,kig,79,34,11,0
DCP022,4,26,26,0,1,149,2,2006,kig,79,34,11,0
DCP024,6,27,27,0,1,154,-3,2006,kig,79,34,11,0
DCP027,6,32,32,0,1,154,-3,2006,kig,79,34,11,0
DCP031,8,29,29,0,1,156,-5,2006,kig,79,34,11,0
DCP035,9,29,29,0,1,154,-3,2006,kig,79,34,11,0
DCP036,9,34,34,0,1,157,-6,2006,kig,79,34,11,0
DCP037,9,30,30,0,1,152,-1,2006,kig,79,34,11,0
DCP038,9,32,32,0,1,157,-6,2006,kig,79,34,11,0
DCP039,13,33,33,0,1,152,-1,2006,kig,79,34,11,0
DCP041,12,27,27,0,1,151,0,2006,kig,79,34,11,0
DCP045,15,27,27,0,1,147,4,2006,kig,79,34,11,0
DCP048,17,28,28,0,1,149,2,2006,kig,79,34,11,0
DCP049,17,32,32,0,1,152,-1,2006,kig,79,34,11,0
DCP050,18,33,33,0,1,153,-2,2006,kig,79,34,11,0
DCP051,18,35,35,0,1,157,-6,2006,kig,79,34,11,0
DCP052,18,30,30,0,1,155,-4,2006,kig,79,34,11,0
DCP053,18,34,34,0,1,157,-6,2006,kig,79,34,11,0
DCP055,18,33,33,0,1,157,-6,2006,kig,79,34,11,0
DCP057,19,33,33,0,1,158,-7,2006,kig,79,34,11,0
DCP062,27,30,30,0,1,158,-7,2006,kig,79,34,11,0
GPL008,1,25,25,0,1,149,2,2006,kig,79,34,11,0
GPL033,3,22,22,0,1,151,0,2006,kig,79,34,11,0
GPL037,4,26,26,0,1,149,2,2006,kig,79,34,11,0
GPL041,6,28,28,0,1,154,-3,2006,kig,79,34,11,0
GPL059,7,21,21,0,1,148,3,2006,kig,79,34,11,0
GPL064,8,26,26,0,1,149,2,2006,kig,79,34,11,0
GPL068,8,27,27,0,1,153,-2,2006,kig,79,34,11,0
GPL070,9,28,28,0,1,154,-3,2006,kig,79,34,11,0
GPL071,9,29,29,0,1,154,-3,2006,kig,79,34,11,0
GPL073,9,22,22,0,1,150,1,2006,kig,79,34,11,0
GPL075,12,25,25,0,1,149,2,2006,kig,79,34,11,0
GPL076,15,21,21,0,1,147,4,2006,kig,79,34,11,0
GPL078,16,32,32,0,1,161,-10,2006,kig,79,34,11,0
GPL080,16,32,32,0,1,161,-10,2006,kig,79,34,11,0
GPL081,16,28,28,0,1,157,-6,2006,kig,79,34,11,0
GPL082,16,32,32,0,1,157,-6,2006,kig,79,34,11,0
GPL084,16,30,30,0,1,153,-2,2006,kig,79,34,11,0
GPL089,17,21,21,0,1,147,4,2006,kig,79,34,11,0
GPL092,18,32,32,0,1,154,-3,2006,kig,79,34,11,0
GPL094,19,28,28,0,1,154,-3,2006,kig,79,34,11,0
GPL095,21,22,22,0,1,148,3,2006,kig,79,34,11,0
GPL096,21,31,31,0,1,156,-5,2006,kig,79,34,11,0
GPL100,25,26,26,0,1,152,-1,2006,kig,79,34,11,0
GPL102,25,35,35,0,1,157,-6,2006,kig,79,34,11,0
JJR026,4,24,24,0,1,152,-1,2006,kig,79,34,11,0
JJR029,4,30,30,0,1,152,-1,2006,kig,79,34,11,0
JJR030,6,24,24,0,1,151,0,2006,kig,79,34,11,0
JJR041,7,27,27,0,1,152,-1,2006,kig,79,34,11,0
JJR043,8,28,28,0,1,150,1,2006,kig,79,34,11,0
JJR044,8,30,30,0,1,156,-5,2006,kig,79,34,11,0
JJR047,8,28,28,0,1,153,-2,2006,kig,79,34,11,0
JJR048,8,28,28,0,1,153,-2,2006,kig,79,34,11,0
JJR052,9,30,30,0,1,154,-3,2006,kig,79,34,11,0
JJR053,9,29,29,0,1,154,-3,2006,kig,79,34,11,0
JJR055,9,32,32,0,1,159,-8,2006,kig,79,34,11,0
JJR059,11,27,27,0,1,151,0,2006,kig,79,34,11,0
JJR063,12,30,30,0,1,154,-3,2006,kig,79,34,11,0
JJR064,12,28,28,0,1,151,0,2006,kig,79,34,11,0
JJR065,12,35,35,0,1,160,-9,2006,kig,79,34,11,0
JJR066,12,30,30,0,1,154,-3,2006,kig,79,34,11,0
JJR070,16,33,33,0,1,158,-7,2006,kig,79,34,11,0
JJR072,16,29,29,0,1,148,3,2006,kig,79,34,11,0
JJR074,17,33,33,0,1,156,-5,2006,kig,79,34,11,0
JJR076,17,26,26,0,1,156,-5,2006,kig,79,34,11,0
JJR077,17,38,38,0,1,159,-8,2006,kig,79,34,11,0
JJR079,17,23,23,0,1,149,2,2006,kig,79,34,11,0
JJR083,18,30,30,0,1,150,1,2006,kig,79,34,11,0
JJR084,19,28,28,0,1,148,3,2006,kig,79,34,11,0
JJR085,19,31,31,0,1,151,0,2006,kig,79,34,11,0
JJR088,20,27,27,0,1,152,-1,2006,kig,79,34,11,0
JJR093,21,35,35,0,1,155,-4,2006,kig,79,34,11,0
JJR095,24,30,30,0,1,153,-2,2006,kig,79,34,11,0
JJR096,25,29,29,0,1,155,-4,2006,kig,79,34,11,0
MSS024,3,32,32,0,1,151,0,2006,kig,79,34,11,0
MSS027,3,26,26,0,1,151,0,2006,kig,79,34,11,0
MSS028,3,26,26,0,1,148,3,2006,kig,79,34,11,0
MSS029,4,28,28,0,1,152,-1,2006,kig,79,34,11,0
MSS031,6,33,33,0,1,154,-3,2006,kig,79,34,11,0
MSS032,18,27,27,0,1,150,1,2006,kig,79,34,11,0
MSS035,6,30,30,0,1,154,-3,2006,kig,79,34,11,0
MSS040,19,27,27,0,1,151,0,2006,kig,79,34,11,0
MSS041,7,27,27,0,1,155,-4,2006,kig,79,34,11,0
MSS044,8,30,30,0,1,153,-2,2006,kig,79,34,11,0
MSS046,9,27,27,0,1,154,-3,2006,kig,79,34,11,0
MSS048,9,33,33,0,1,157,-6,2006,kig,79,34,11,0
MSS049,9,32,32,0,1,157,-6,2006,kig,79,34,11,0
MSS050,9,29,29,0,1,157,-6,2006,kig,79,34,11,0
MSS051,11,26,26,0,1,153,-2,2006,kig,79,34,11,0
MSS052,13,27,27,0,1,154,-3,2006,kig,79,34,11,0
MSS053,15,27,27,0,1,146,5,2006,kig,79,34,11,0
MSS057,16,30,30,0,1,155,-4,2006,kig,79,34,11,0
MSS063,17,28,28,0,1,153,-2,2006,kig,79,34,11,0
MSS065,17,35,35,0,1,159,-8,2006,kig,79,34,11,0
MSS066,18,33,33,0,1,155,-4,2006,kig,79,34,11,0
MSS067,18,33,33,0,1,157,-6,2006,kig,79,34,11,0
MSS068,18,32,32,0,1,157,-6,2006,kig,79,34,11,0
MSS073,19,29,29,0,1,153,-2,2006,kig,79,34,11,0
MSS076,22,31,31,0,1,154,-3,2006,kig,79,34,11,0
MSS078,24,30,30,0,1,156,-5,2006,kig,79,34,11,0
MSS079,34,35,35,0,1,161,-10,2006,kig,79,34,11,0
PLF083,23,28,28,0,1,154,-3,2006,kig,79,34,11,0
BCL007,4,23,28,1,1,148,3,2006,kig,79,34,11,0
BCL010,4,4,17,1,1,154,-3,2006,kig,79,34,11,0
BCL015,6,6,17,1,1,156,-5,2006,kig,79,34,11,0
BCL022,7,19,23,1,1,148,3,2006,kig,79,34,11,0
BCL037,9,9,21,1,1,157,-6,2006,kig,79,34,11,0
BCL049,15,15,22,1,1,165,-14,2006,kig,79,34,11,0
BCL051,16,22,28,1,1,155,-4,2006,kig,79,34,11,0
BCL057,16,22,30,1,1,159,-8,2006,kig,79,34,11,0
BCL065,18,18,25,1,1,156,-5,2006,kig,79,34,11,0
DCP030,7,19,24,1,1,152,-1,2006,kig,79,34,11,0
DCP042,12,31,33,1,1,157,-6,2006,kig,79,34,11,0
DCP047,16,16,22,1,1,161,-10,2006,kig,79,34,11,0
GPL042,6,6,18,1,1,154,-3,2006,kig,79,34,11,0
GPL061,8,8,20,1,1,153,-2,2006,kig,79,34,11,0
GPL077,15,15,24,1,1,160,-9,2006,kig,79,34,11,0
GPL088,17,17,24,1,1,164,-13,2006,kig,79,34,11,0
JJR042,7,7,19,1,1,155,-4,2006,kig,79,34,11,0
JJR045,8,8,20,1,1,153,-2,2006,kig,79,34,11,0
JJR054,9,21,29,1,1,151,0,2006,kig,79,34,11,0
JJR057,9,9,21,1,1,157,-6,2006,kig,79,34,11,0
JJR087,19,19,25,1,1,151,0,2006,kig,79,34,11,0
JJR097,29,29,31,1,1,177,-26,2006,kig,79,34,11,0
MSS030,4,17,24,1,1,152,-1,2006,kig,79,34,11,0
MSS037,6,18,25,1,1,154,-3,2006,kig,79,34,11,0
MSS038,7,7,19,1,1,152,-1,2006,kig,79,34,11,0
MSS043,7,7,19,1,1,155,-4,2006,kig,79,34,11,0
MSS045,9,9,21,1,1,157,-6,2006,kig,79,34,11,0
MSS064,17,17,23,1,1,158,-7,2006,kig,79,34,11,0
MSS072,19,19,27,1,1,167,-16,2006,kig,79,34,11,0
BCL011,5,25,25,0,1,151,0,2006,kig,79,34,11,0
BCL069,21,36,36,0,1,162,-11,2006,kig,79,34,11,0
BCL070,21,36,36,0,1,171,-20,2006,kig,79,34,11,0
BCL071,21,38,38,0,1,164,-13,2006,kig,79,34,11,0
BCL073,30,39,39,0,1,166,-15,2006,kig,79,34,11,0
DCP058,20,35,35,0,1,168,-17,2006,kig,79,34,11,0
DCP060,20,35,35,0,1,165,-14,2006,kig,79,34,11,0
GPL091,18,32,32,0,1,166,-15,2006,kig,79,34,11,0
GPL101,25,39,39,0,1,169,-18,2006,kig,79,34,11,0
JJR023,4,26,26,0,1,149,2,2006,kig,79,34,11,0
JJR049,9,24,24,0,1,148,3,2006,kig,79,34,11,0
JJR075,17,38,38,0,1,162,-11,2006,kig,79,34,11,0
JJR094,22,38,38,0,1,167,-16,2006,kig,79,34,11,0
MSS071,19,39,39,0,1,167,-16,2006,kig,79,34,11,0
PLF029,19,36,36,0,1,167,-16,2006,kig,79,34,11,0
PLF122,31,39,39,0,1,167,-16,2006,kig,79,34,11,0
BCL004,12,25,25,0,1,144,0,2007,kig,53,54,10,0
BCL006,12,28,28,0,1,148,-4,2007,kig,53,54,10,0
BCL007,12,24,24,0,1,142,2,2007,kig,53,54,10,0
BCL013,3,23,23,0,1,140,4,2007,kig,53,54,10,0
BCL015,3,25,25,0,1,146,-2,2007,kig,53,54,10,0
BCL020,5,26,26,0,1,142,2,2007,kig,53,54,10,0
BCL027,6,31,31,0,1,149,-5,2007,kig,53,54,10,0
BCL031,7,25,25,0,1,145,-1,2007,kig,53,54,10,0
BCL036,7,25,25,0,1,143,1,2007,kig,53,54,10,0
BCL039,7,31,31,0,1,150,-6,2007,kig,53,54,10,0
BCL040,7,29,29,0,1,148,-4,2007,kig,53,54,10,0
BCL044,8,30,30,0,1,151,-7,2007,kig,53,54,10,0
BCL045,8,30,30,0,1,151,-7,2007,kig,53,54,10,0
BCL047,8,29,29,0,1,151,-7,2007,kig,53,54,10,0
BCL048,8,30,30,0,1,151,-7,2007,kig,53,54,10,0
BCL049,8,29,29,0,1,149,-5,2007,kig,53,54,10,0
BCL052,8,24,24,0,1,142,2,2007,kig,53,54,10,0
BCL055,8,26,26,0,1,140,4,2007,kig,53,54,10,0
BCL056,9,26,26,0,1,143,1,2007,kig,53,54,10,0
BCL060,10,27,27,0,1,146,-2,2007,kig,53,54,10,0
BCL061,10,29,29,0,1,146,-2,2007,kig,53,54,10,0
BCL063,12,25,25,0,1,144,0,2007,kig,53,54,10,0
BCL067,12,31,31,0,1,151,-7,2007,kig,53,54,10,0
BCL071,13,29,29,0,1,147,-3,2007,kig,53,54,10,0
BCL072,14,29,29,0,1,146,-2,2007,kig,53,54,10,0
BCL076,15,34,34,0,1,146,-2,2007,kig,53,54,10,0
BCL078,15,33,33,0,1,154,-10,2007,kig,53,54,10,0
BCL079,17,35,35,0,1,154,-10,2007,kig,53,54,10,0
BCL080,17,31,31,0,1,151,-7,2007,kig,53,54,10,0
BCL082,17,23,23,0,1,141,3,2007,kig,53,54,10,0
BCL083,19,31,31,0,1,151,-7,2007,kig,53,54,10,0
JBW020,2,27,27,0,1,143,1,2007,kig,53,54,10,0
JBW022,2,22,22,0,1,140,4,2007,kig,53,54,10,0
JBW028,5,25,25,0,1,143,1,2007,kig,53,54,10,0
JBW029,5,26,26,0,1,146,-2,2007,kig,53,54,10,0
JBW037,6,25,25,0,1,147,-3,2007,kig,53,54,10,0
JBW039,6,29,29,0,1,147,-3,2007,kig,53,54,10,0
JBW044,7,29,29,0,1,148,-4,2007,kig,53,54,10,0
JBW046,7,29,29,0,1,148,-4,2007,kig,53,54,10,0
JBW048,7,30,30,0,1,148,-4,2007,kig,53,54,10,0
JBW049,7,29,29,0,1,148,-4,2007,kig,53,54,10,0
JBW050,7,27,27,0,1,148,-4,2007,kig,53,54,10,0
JBW051,7,27,27,0,1,145,-1,2007,kig,53,54,10,0
JBW053,8,25,25,0,1,143,1,2007,kig,53,54,10,0
JBW054,8,27,27,0,1,146,-2,2007,kig,53,54,10,0
JBW055,8,24,24,0,1,146,-2,2007,kig,53,54,10,0
JBW056,8,28,28,0,1,149,-5,2007,kig,53,54,10,0
JBW057,8,24,24,0,1,140,4,2007,kig,53,54,10,0
JBW058,8,24,24,0,1,140,4,2007,kig,53,54,10,0
JBW061,8,25,25,0,1,146,-2,2007,kig,53,54,10,0
JBW064,11,33,33,0,1,152,-8,2007,kig,53,54,10,0
JBW065,11,31,31,0,1,152,-8,2007,kig,53,54,10,0
JBW067,12,28,28,0,1,144,0,2007,kig,53,54,10,0
JBW074,13,29,29,0,1,145,-1,2007,kig,53,54,10,0
JBW075,14,32,32,0,1,151,-7,2007,kig,53,54,10,0
JBW077,14,29,29,0,1,146,-2,2007,kig,53,54,10,0
JBW080,15,34,34,0,1,147,-3,2007,kig,53,54,10,0
JBW083,17,34,34,0,1,152,-8,2007,kig,53,54,10,0
JBW084,17,28,28,0,1,147,-3,2007,kig,53,54,10,0
JBW085,17,32,32,0,1,147,-3,2007,kig,53,54,10,0
JBW087,18,28,28,0,1,147,-3,2007,kig,53,54,10,0
JBW100,27,32,32,0,1,152,-8,2007,kig,53,54,10,0
JJW007,2,27,27,0,1,143,1,2007,kig,53,54,10,0
JJW008,2,28,28,0,1,143,1,2007,kig,53,54,10,0
JJW016,5,31,31,0,1,146,-2,2007,kig,53,54,10,0
JJW021,6,28,28,0,1,144,0,2007,kig,53,54,10,0
JJW025,6,29,29,0,1,147,-3,2007,kig,53,54,10,0
JJW029,7,28,28,0,1,145,-1,2007,kig,53,54,10,0
JJW030,7,28,28,0,1,145,-1,2007,kig,53,54,10,0
JJW032,7,26,26,0,1,145,-1,2007,kig,53,54,10,0
JJW037,8,29,29,0,1,149,-5,2007,kig,53,54,10,0
JJW041,8,30,30,0,1,149,-5,2007,kig,53,54,10,0
JJW045,8,32,32,0,1,149,-5,2007,kig,53,54,10,0
JJW046,11,29,29,0,1,151,-7,2007,kig,53,54,10,0
JJW048,13,30,30,0,1,143,1,2007,kig,53,54,10,0
JJW050,13,27,27,0,1,144,0,2007,kig,53,54,10,0
JJW054,14,33,33,0,1,147,-3,2007,kig,53,54,10,0
JJW055,14,30,30,0,1,146,-2,2007,kig,53,54,10,0
JJW057,15,34,34,0,1,150,-6,2007,kig,53,54,10,0
JJW058,17,32,32,0,1,152,-8,2007,kig,53,54,10,0
MLS018,3,27,27,0,1,144,0,2007,kig,53,54,10,0
MLS031,2,32,32,0,1,143,1,2007,kig,53,54,10,0
MLS035,7,28,28,0,1,145,-1,2007,kig,53,54,10,0
MLS040,8,31,31,0,1,149,-5,2007,kig,53,54,10,0
MLS041,8,30,30,0,1,149,-5,2007,kig,53,54,10,0
MLS045,8,25,25,0,1,146,-2,2007,kig,53,54,10,0
MLS046,10,28,28,0,1,143,1,2007,kig,53,54,10,0
MLS048,11,30,30,0,1,149,-5,2007,kig,53,54,10,0
MLS052,12,22,22,0,1,134,10,2007,kig,53,54,10,0
MLS057,13,30,30,0,1,145,-1,2007,kig,53,54,10,0
MLS059,14,32,32,0,1,149,-5,2007,kig,53,54,10,0
MLS060,14,25,25,0,1,139,5,2007,kig,53,54,10,0
MLS062,14,31,31,0,1,146,-2,2007,kig,53,54,10,0
MLS067,19,29,29,0,1,144,0,2007,kig,53,54,10,0
MLS069,19,35,35,0,1,151,-7,2007,kig,53,54,10,0
PLF046,18,31,31,0,1,153,-9,2007,kig,53,54,10,0
PLF075,23,27,27,0,1,146,-2,2007,kig,53,54,10,0
TJH014,2,23,23,0,1,140,4,2007,kig,53,54,10,0
TJH015,2,27,27,0,1,143,1,2007,kig,53,54,10,0
TJH019,2,23,23,0,1,140,4,2007,kig,53,54,10,0
TJH025,3,25,25,0,1,141,3,2007,kig,53,54,10,0
TJH026,5,24,24,0,1,142,2,2007,kig,53,54,10,0
TJH028,5,30,30,0,1,146,-2,2007,kig,53,54,10,0
TJH030,5,27,27,0,1,146,-2,2007,kig,53,54,10,0
TJH033,6,28,28,0,1,147,-3,2007,kig,53,54,10,0
TJH034,6,26,26,0,1,147,-3,2007,kig,53,54,10,0
TJH043,7,27,27,0,1,141,3,2007,kig,53,54,10,0
TJH044,7,24,24,0,1,139,5,2007,kig,53,54,10,0
TJH045,7,29,29,0,1,148,-4,2007,kig,53,54,10,0
TJH046,8,18,18,0,1,133,11,2007,kig,53,54,10,0
TJH052,8,29,29,0,1,146,-2,2007,kig,53,54,10,0
TJH056,8,29,29,0,1,149,-5,2007,kig,53,54,10,0
TJH059,10,29,29,0,1,148,-4,2007,kig,53,54,10,0
TJH063,12,29,29,0,1,151,-7,2007,kig,53,54,10,0
TJH065,13,28,28,0,1,144,0,2007,kig,53,54,10,0
TJH069,14,28,28,0,1,149,-5,2007,kig,53,54,10,0
TJH073,14,29,29,0,1,151,-7,2007,kig,53,54,10,0
TJH074,14,31,31,0,1,150,-6,2007,kig,53,54,10,0
TJH075,15,29,29,0,1,151,-7,2007,kig,53,54,10,0
TJH077,18,27,27,0,1,146,-2,2007,kig,53,54,10,0
TJH082,20,29,29,0,1,148,-4,2007,kig,53,54,10,0
BCL043,8,19,28,1,1,149,-5,2007,kig,53,54,10,0
BCL051,8,19,25,1,1,151,-7,2007,kig,53,54,10,0
BCL073,14,25,31,1,1,148,-4,2007,kig,53,54,10,0
JBW070,13,23,31,1,1,153,-9,2007,kig,53,54,10,0
JJW052,14,14,25,1,1,147,-3,2007,kig,53,54,10,0
MLS011,1,1,2,1,1,142,2,2007,kig,53,54,10,0
MLS056,13,13,23,1,1,154,-10,2007,kig,53,54,10,0
TJH023,3,13,22,1,1,141,3,2007,kig,53,54,10,0
TJH029,5,5,14,1,1,146,-2,2007,kig,53,54,10,0
TJH039,7,18,21,1,1,148,-4,2007,kig,53,54,10,0
BCL057,9,31,31,0,1,152,-8,2007,kig,53,54,10,0
BCL068,13,30,30,0,1,150,-6,2007,kig,53,54,10,0
BCL074,14,32,32,0,1,151,-7,2007,kig,53,54,10,0
BCL075,15,33,33,0,1,158,-14,2007,kig,53,54,10,0
BCL077,15,35,35,0,1,158,-14,2007,kig,53,54,10,0
