"","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","NestAge","Site","Nest","X","year_winter","ws_days_tmin_below_15","w_days_tmin_below_15","sp_days_tmin_below_11","winter_meanTmin","spring_meanTmin","ws_days_awnd_above_13_6","w_days_awnd_above_13_8","sp_days_awnd_above_12","winter_meanWind","spring_meanWind","ws_count_sic_ge95","winter_count_sic_ge95","spring_count_sic_ge95","ws_count_sic_le15","winter_count_sic_le15","spring_count_sic_le15","ws_index","winter_index","spring_index","Year"
"2092",5,5,14,1,1,148,-2,"Kig","M00021",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2093",5,5,14,1,1,148,-2,"Kig","M00022",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2094",5,5,14,1,1,148,-2,"Kig","M00023",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2095",5,5,14,1,1,148,-2,"Kig","M00024",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2096",6,6,15,1,1,149,-3,"Kig","M00027",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2097",7,7,12,1,1,150,-4,"Kig","M00029",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2098",7,20,23,1,1,144,2,"Kig","M00030",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2099",9,16,24,1,1,149,-3,"Kig","M00038",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2100",9,9,16,1,1,143,3,"Kig","M00039",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2101",12,12,30,1,1,155,-9,"Kig","M00041",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2102",15,15,35,1,1,158,-12,"Kig","M00043",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2103",16,16,27,1,1,150,-4,"Kig","M00044",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2104",17,17,35,1,1,157,-11,"Kig","M00047",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2105",5,5,14,1,1,148,-2,"Kig","MG0028",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2106",8,28,29,1,1,151,-5,"Kig","MG0063",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2107",14,27,30,1,1,152,-6,"Kig","MG0085",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2108",5,5,20,1,1,145,1,"Kig","N00028",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2109",5,5,16,1,1,148,-2,"Kig","N00029",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2110",5,15,24,1,1,149,-3,"Kig","N00032",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2111",8,8,16,1,1,152,-6,"Kig","N00043",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2112",12,17,26,1,1,151,-5,"Kig","N00069",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2113",12,12,16,1,1,152,-6,"Kig","N00072",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2114",15,22,26,1,1,147,-1,"Kig","N00078",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2115",17,17,34,1,1,159,-13,"Kig","N00085",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2116",29,29,30,1,1,154,-8,"Kig","N00091",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2117",12,31,31,0,1,146,0,"Kig","MG0080",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2118",15,34,34,0,1,158,-12,"Kig","MG0086",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2119",15,34,34,0,1,155,-9,"Kig","MG0089",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2120",7,19,19,0,1,147,-1,"Kig","N00036",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2121",8,24,24,0,1,148,-2,"Kig","N00049",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2122",12,30,30,0,1,154,-8,"Kig","N00073",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2123",15,37,37,0,1,158,-12,"Kig","N00081",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2124",16,40,40,0,1,161,-15,"Kig","N00082",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2125",16,38,38,0,1,159,-13,"Kig","N00083",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2126",16,32,32,0,1,153,-7,"Kig","N00084",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2127",20,33,33,0,1,154,-8,"Kig","N00086",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2128",21,28,28,0,1,149,-3,"Kig","N00087",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2129",24,33,33,0,1,154,-8,"Kig","N00088",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2130",26,30,30,0,1,151,-5,"Kig","N00089",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2131",9,9,20,1,1,152,-6,"Kig","C00067",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2132",24,30,30,0,1,168,-5,"Utq","11-AJS019",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2133",24,34,34,0,1,169,-6,"Utq","11-AJS022",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2134",24,27,27,0,1,166,-3,"Utq","11-AJS025",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2135",28,31,31,0,1,168,-5,"Utq","11-AJS031",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2136",31,37,37,0,1,175,-12,"Utq","11-DES023",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2137",14,29,29,0,1,166,-3,"Utq","11-KER017",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2138",31,38,38,0,1,176,-13,"Utq","11-MCZ027",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2139",2,28,28,0,1,163,0,"Utq","11-NCS003",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2140",10,33,33,0,1,171,-8,"Utq","11-NRD013",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2141",24,29,29,0,1,165,-2,"Utq","11-NRD027",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2142",24,29,29,0,1,166,-3,"Utq","11-NRD030",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2143",22,28,28,0,1,166,-3,"Utq","11-SBF008",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2144",1,1,9,1,1,162,1,"Utq","11-CAA002",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2145",19,19,35,1,1,177,-14,"Utq","11-JMC013",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2146",19,19,35,1,1,181,-18,"Utq","11-JTN008",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2147",9,30,32,1,1,170,-7,"Utq","11-MJM012",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2148",15,30,30,0,1,151,-5,"Kig","N00079",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2149",15,28,28,0,1,149,-3,"Kig","N00080",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2150",13,24,24,0,1,145,1,"Kig","N00075",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2151",13,32,32,0,1,153,-7,"Kig","N00076",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2152",13,28,28,0,1,149,-3,"Kig","N00077",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2153",12,26,26,0,1,146,0,"Kig","N00070",18,2010,1,1,3,-4.16490066225166,-5.62333333333333,10,7,5,7.81258278145695,7.92666666666667,72,51,21,63,60,3,197.118058727158,114.85715847332,63.9349711921919,2011
"2154",7,28,28,0,1,158,-2,"Kig","N00015",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2155",7,23,23,0,1,154,2,"Kig","N00016",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2156",7,27,27,0,1,159,-3,"Kig","N00017",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2157",8,25,25,0,1,159,-3,"Kig","N00020",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2158",8,27,27,0,1,158,-2,"Kig","N00023",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2159",8,28,28,0,1,159,-3,"Kig","N00024",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2160",9,28,28,0,1,163,-7,"Kig","N00025",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2161",7,29,29,0,1,161,-5,"Kig","N00007",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2162",7,30,30,0,1,161,-5,"Kig","N00014",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2163",6,23,23,0,1,157,-1,"Kig","C00011",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2164",7,27,27,0,1,160,-4,"Kig","C00012",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2165",8,30,30,0,1,161,-5,"Kig","C00013",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2166",8,24,24,0,1,155,1,"Kig","C00014",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2167",8,23,23,0,1,155,1,"Kig","C00015",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2168",10,23,23,0,1,155,1,"Kig","C00025",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2169",10,22,22,0,1,159,-3,"Kig","C00026",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2170",11,24,24,0,1,160,-4,"Kig","C00033",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2171",11,32,32,0,1,164,-8,"Kig","C00036",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2172",11,19,19,0,1,148,8,"Kig","C00037",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2173",12,26,26,0,1,157,-1,"Kig","C00040",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2174",15,32,32,0,1,159,-3,"Kig","C00041",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2175",15,32,32,0,1,168,-12,"Kig","C00042",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2176",22,28,28,0,1,159,-3,"Kig","C00053",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2177",3,30,30,0,1,156,0,"Kig","M00002",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2178",11,26,26,0,1,157,-1,"Kig","M00018",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2179",12,27,27,0,1,163,-7,"Kig","M00019",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2180",12,27,27,0,1,158,-2,"Kig","M00021",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2181",13,27,27,0,1,158,-2,"Kig","M00024",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2182",13,26,26,0,1,157,-1,"Kig","M00025",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2183",3,26,26,0,1,157,-1,"Kig","M00026",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2184",13,27,27,0,1,158,-2,"Kig","M00027",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2185",19,41,41,0,1,172,-16,"Kig","M00029",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2186",25,27,27,0,1,158,-2,"Kig","M00031",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2187",23,36,36,0,1,167,-11,"Kig","M00050",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2188",9,33,33,0,1,163,-7,"Kig","SBS023",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2189",9,34,34,0,1,163,-7,"Kig","SBS025",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2190",9,29,29,0,1,161,-5,"Kig","SBS026",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2191",9,31,31,0,1,162,-6,"Kig","SBS029",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2192",10,23,23,0,1,156,0,"Kig","SBS031",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2193",11,38,38,0,1,165,-9,"Kig","SBS036",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2194",11,29,29,0,1,162,-6,"Kig","SBS037",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2195",11,34,34,0,1,165,-9,"Kig","SBS038",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2196",11,31,31,0,1,162,-6,"Kig","SBS041",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2197",9,32,32,0,1,163,-7,"Kig","N00030",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2198",9,28,28,0,1,163,-7,"Kig","N00031",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2199",9,30,30,0,1,162,-6,"Kig","N00033",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2200",9,31,31,0,1,162,-6,"Kig","N00034",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2201",10,30,30,0,1,161,-5,"Kig","N00035",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2202",10,28,28,0,1,163,-7,"Kig","N00037",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2203",10,28,28,0,1,160,-4,"Kig","N00038",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2204",13,28,28,0,1,159,-3,"Kig","N00044",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2205",13,29,29,0,1,160,-4,"Kig","N00045",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2206",13,29,29,0,1,162,-6,"Kig","N00046",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2207",13,28,28,0,1,160,-4,"Kig","N00048",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2208",13,31,31,0,1,162,-6,"Kig","N00049",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
"2209",16,28,28,0,1,159,-3,"Kig","N00050",19,2011,39,36,5,-8.40065789473684,-6.13333333333333,14,11,0,8.29802631578947,6.96666666666667,75,52,23,45,45,0,212.82512731416,136.55183538581,76.2732919283507,2012
